   Step          Temp          E_pair         E_mol          TotEng         Press          Volume    
   1460000   1695.4174     -2053.003       0             -1834.0723     -6791.4321      18059.584    
   1462000   1672.997      -2055.8892      0             -1839.8537     -270.02568      17878.408    
   1464000   1757.4344     -2048.8906      0             -1821.9515      2246.6501      17855.209    
   1466000   1662.4961     -2070.3588      0             -1855.6793      1021.5475      17731.743    
   1468000   1758.6383     -2070.0029      0             -1842.9083      3016.4925      17678.893    
   1470000   1808.4138     -2045.3563      0             -1811.8342     -4064.4086      18025.849    
   1472000   1808.4996     -2062.0163      0             -1828.4832      1718.0365      17800.636    
   1474000   1804.4777     -2070.6573      0             -1837.6435     -735.46831      17796.734    
   1476000   1715.8661     -2074.4393      0             -1852.868      -150.12876      17734.762    
   1478000   1738.0708     -2061.5867      0             -1837.1481     -4003.5106      17938.835    
   1480000   1649.1601     -2065.5094      0             -1852.5519      2757.7136      17698.827    
   1482000   1751.8408     -2063.9256      0             -1837.7089     -1582.621       17881.298    
   1484000   1821.7685     -2054.4286      0             -1819.182       2915.0311      17787.141    
   1486000   1821.8895     -2060.8271      0             -1825.5649      688.63376      17821.207    
   1488000   1676.6755     -2054.1074      0             -1837.5968     -6072.5795      18045.032    
   1490000   1657.2047     -2074.7322      0             -1860.7359     -1260.1287      17731.388    
   1492000   1725.5019     -2097.48        0             -1874.6644      4226.6103      17461.332    
   1494000   1721.9526     -2070.1947      0             -1847.8374      2058.8667      17696.479    
   1496000   1758.1843     -2053.6257      0             -1826.5898      462.06109      17872.457    
   1498000   1731.8312     -2075.1381      0             -1851.5052      4742.1867      17625.557    
   1500000   1749.1338     -2053.7715      0             -1827.9043      1580.2134      17834.743    
   1502000   1757.0611     -2066.908       0             -1840.0171      2676.8289      17730.515    
   1504000   1733.7928     -2063.3262      0             -1839.44        1305.2526      17779.368    
   1506000   1733.3654     -2058.7752      0             -1834.9442      2171.7977      17787.704    
   1508000   1846.0428     -2045.6737      0             -1807.2925     -1749.7649      18004.505    
   1510000   1658.6703     -2060.1333      0             -1845.9477     -941.13588      17872.626    
   1512000   1730.0193     -2043.3174      0             -1819.9184     -7370.5077      18190.453    
   1514000   1789.8495     -2072.8345      0             -1841.7096     -899.53165      17773.746    
   1516000   1736.2593     -2066.415       0             -1842.2103      962.61405      17767.269    
   1518000   1743.9569     -2055.5222      0             -1830.3235     -1759.3163      17915.573    
   1520000   1767.137      -2054.0326      0             -1825.8406     -737.69511      17890.091    
   1522000   1727.6932     -2068.6664      0             -1845.5679      633.48903      17743.534    
   1524000   1812.0747     -2071.3382      0             -1837.3434      846.96915      17733.125    
   1526000   1722.9967     -2063.2786      0             -1840.7865     -1956.7765      17854.019    
   1528000   1783.498      -2055.5999      0             -1825.2952     -1761.0387      17926.225    
   1530000   1673.1149     -2064.1607      0             -1848.1099     -2294.7202      17848.021    
   1532000   1738.245      -2062.1326      0             -1837.6715      1625.4273      17779.399    
   1534000   1777.1777     -2058.3936      0             -1828.9051     -2087.3658      17931.12     
   1536000   1732.8678     -2056.1509      0             -1832.3842     -675.65231      17881.133    
   1538000   1772.7818     -2073.7824      0             -1844.8615      4891.8943      17629.411    
   1540000   1769.0049     -2059.6863      0             -1831.2532     -470.5791       17857.128    
   1542000   1701.5825     -2046.7997      0             -1827.0729     -2526.0464      17968.471    
   1544000   1789.6143     -2056.8391      0             -1825.7446      1222.1231      17853.459    
   1546000   1852.7349     -2056.992       0             -1817.7467     -1726.7778      17926.114    
   1548000   1781.1065     -2043.9162      0             -1813.9203     -2820.6863      18027.96     
   1550000   1711.6626     -2016.929       0             -1795.9005     -2031.1908      18185.616    
   1552000   1632.6338     -2040.5667      0             -1829.7432     -1655.8676      18000.486    
   1554000   1751.0201     -2058.269       0             -1832.1583      2708.1666      17769.375    
   1556000   1752.4833     -2054.635       0             -1828.3353     -43.51607       17852.206    
   1558000   1768.3106     -2063.9122      0             -1835.5687     -59.454776      17819.386    
   1560000   1797.2056     -2062.0239      0             -1829.9491      1429.112       17800.938    
   1562000   1799.9207     -2054.7981      0             -1822.3727     -91.225288      17873.116    
   1564000   1817.6627     -2055.2945      0             -1820.5781      1647.3574      17834.955    
   1566000   1815.1786     -2063.0506      0             -1828.655       4448.6164      17694.849    
   1568000   1792.8516     -2059.3893      0             -1827.8768     -451.71262      17850.803    
   1570000   1737.0566     -2067.605       0             -1843.2974      13.096297      17763.079    
   1572000   1797.4912     -2051.1052      0             -1818.9936     -1159.1055      17957.653    
   1574000   1833.9903     -2034.3628      0             -1797.538      -1595.1         18093.584    
   1576000   1798.3455     -2047.2441      0             -1815.0221      642.75691      17931.689    
   1578000   1827.769      -2061.1265      0             -1825.1051      859.80937      17818.445    
   1580000   1823.9483     -2057.8645      0             -1822.3365      817.74075      17826.217    
   1582000   1772.7921     -2041.181       0             -1812.2587      60.121197      17945.535    
   1584000   1784.4419     -2068.9774      0             -1838.5508      3972.9218      17670.985    
   1586000   1802.1221     -2056.0938      0             -1823.3842      2681.0318      17794.376    
   1588000   1770.9953     -2068.4781      0             -1839.7879      2396.2029      17708.881    
   1590000   1810.7521     -2049.6765      0             -1815.8524     -504.8098       17948.604    
   1592000   1784.6908     -2042.5824      0             -1812.1237      1002.867       17940.627    
   1594000   1743.7553     -2049.3943      0             -1824.2217     -2316.2922      17953.686    
   1596000   1766.9458     -2062.63        0             -1834.4628      4649.5728      17699.301    
   1598000   1744.3758     -2043.7072      0             -1818.4544     -112.46841      17935.393    
   1600000   1757.5444     -2052.3988      0             -1825.4455      1240.0363      17833.043    
   1602000   1845.7226     -2041.2571      0             -1802.9173      810.40699      17925.836    
   1604000   1780.3146     -2049.7006      0             -1819.807       934.34669      17903.681    
   1606000   1851.3528     -2051.3205      0             -1812.2537     -169.98339      17920.093    
   1608000   1823.3498     -2044.3981      0             -1808.9474     -1362.3125      18000.591    
   1610000   1801.4981     -2064.3903      0             -1831.7612     -203.39116      17819.917    
   1612000   1803.3765     -2053.5901      0             -1820.7185      2801.1503      17807.994    
   1614000   1762.3923     -2044.8188      0             -1817.2396      375.88326      17933.238    
   1616000   1842.1006     -2041.8716      0             -1803.9995     -988.1662       17986.931    
   1618000   1803.3364     -2050.539       0             -1817.6726      3866.705       17787.236    
   1620000   1797.0308     -2051.1035      0             -1819.0513     -953.2122       17916.918    
   1622000   1837.8792     -2047.4162      0             -1810.0893     -2541.3289      18016.455    
   1624000   1822.385      -2055.8716      0             -1820.5454     -517.33879      17919.178    
   1626000   1798.2648     -2054.0649      0             -1821.8534     -1184.3012      17925.137    
   1628000   1739.3974     -2044.927       0             -1820.317      -1670.1804      18014.761    
   1630000   1800.3534     -2047.2204      0             -1814.7391     -1312.2227      17990.329    
   1632000   1826.992      -2059.0156      0             -1823.0945      3722.439       17745.117    
   1634000   1801.0764     -2048.7318      0             -1816.1572     -2594.5472      17983.579    
   1636000   1810.9307     -2066.525       0             -1832.6779      1904.3109      17751.343    
   1638000   1817.4843     -2046.1825      0             -1811.4892     -2278.0982      18011.6      
   1640000   1861.1869     -2042.6         0             -1802.2633      154.02628      17975.406    
   1642000   1868.7903     -2034.4194      0             -1793.1008     -2753.8708      18121.96     
   1644000   1835.5456     -2047.7128      0             -1810.6872     -1166.5302      17972.793    
   1646000   1894.971      -2040.9884      0             -1796.2892     -2188.0431      18066.244    
   1648000   1922.367      -2039.6424      0             -1791.4055      3468.6764      17924.846    
   1650000   1839.3786     -2044.0886      0             -1806.568       1251.1695      17922.057    
   1652000   1849.779      -2042.6722      0             -1803.8086      1503.7394      17906.279    
   1654000   1872.3145     -2044.7362      0             -1802.9626      3907.4851      17853.342    
   1656000   1875.0567     -2026.9817      0             -1784.8539      911.19998      18059.751    
   1658000   1802.0889     -2059.5854      0             -1826.88        3030.5952      17753.551    
   1660000   1868.9105     -2043.1532      0             -1801.8191     -18.063615      18017.38     
   1662000   1801.3998     -2056.0951      0             -1823.4788      1740.6959      17839.082    
   1664000   1827.5564     -2040.6092      0             -1804.6152     -2495.7367      18049.382    
   1666000   1777.121      -2050.1621      0             -1820.6809      56.052125      17899.866    
   1668000   1884.1763     -2047.0058      0             -1803.7004      5023.0138      17817.384    
   1670000   1854.0229     -2048.5908      0             -1809.1792     -1258.1808      17954.32     
   1672000   1948.0796     -2039.7717      0             -1788.2145      2049.4751      17961.351    
   1674000   1852.9129     -2048.4649      0             -1809.1966     -2162.333       17992.105    
   1676000   1795.8497     -2013.7586      0             -1781.8589     -6756.9825      18372.15     
   1678000   1811.1136     -2057.2429      0             -1823.3722      2656.485       17796.385    
   1680000   1842.5308     -2027.8574      0             -1789.9297     -4476.6572      18174.723    
   1682000   1799.4196     -2044.0548      0             -1811.6942      814.73933      17928.999    
   1684000   1827.0143     -2034.6803      0             -1798.7564      2839.1578      17925.417    
   1686000   1866.9453     -2051.6634      0             -1810.5832      377.79781      17914.199    
   1688000   1825.0041     -2019.5501      0             -1783.8857     -37.184443      18115.639    
   1690000   1886.0348     -2055.8385      0             -1812.2932      5652.9701      17750.898    
   1692000   1750.9199     -2051.257       0             -1825.1591     -5632.7416      18042.64     
   1694000   1845.518      -2053.1336      0             -1814.8202      1218.0822      17855.628    
   1696000   1901.4196     -2042.833       0             -1797.301       4460.5613      17847.127    
   1698000   1884.0684     -2046.7363      0             -1803.4449      400.28442      17937.555    
   1700000   1946.3493     -2040.8359      0             -1789.5021      2136.2655      17974.901    
   1702000   1812.3967     -2031.165       0             -1797.1286     -5732.4269      18212.306    
   1704000   1861.5789     -2032.6025      0             -1792.2152      275.77746      18065.896    
   1706000   1815.2795     -2020.3837      0             -1785.9751     -1043.482       18162.078    
   1708000   1970.5073     -2037.5479      0             -1783.0945      68.278183      18041.683    
   1710000   1784.0755     -2039.0098      0             -1808.6305     -1569.2873      18048.691    
   1712000   1904.0886     -2021.6816      0             -1775.805      -3582.2364      18257.357    
   1714000   1812.4443     -2035.888       0             -1801.8455     -1441.6416      18060.542    
   1716000   1856.3038     -2028.8421      0             -1789.1359     -698.93534      18098.732    
   1718000   1814.002      -2011.7273      0             -1777.4836     -5159.6528      18352.113    
   1720000   1932.877      -2031.958       0             -1782.3639      1284.8859      18020.106    
   1722000   1907.8021     -2036.3322      0             -1789.976      -3628.7713      18144.24     
   1724000   1895.4759     -2053.0631      0             -1808.2986      2361.9421      17841.754    
   1726000   1758.3866     -2035.1972      0             -1808.1351     -3435.7317      18104.665    
   1728000   1851.6152     -2033.4476      0             -1794.3469     -130.51334      18043.203    
   1730000   1789.7123     -2043.9888      0             -1812.8816     -1159.9176      18001.411    
   1732000   1852.2321     -2043.5092      0             -1804.3288     -88.999957      17977.854    
   1734000   1831.0907     -2027.6718      0             -1791.2214      268.69421      18073.242    
   1736000   1892.6606     -2037.9298      0             -1793.5289      2337.619       17944.679    
   1738000   1872.6338     -2031.3232      0             -1789.5083     -2252.1371      18108.954    
   1740000   1905.0125     -2022.3572      0             -1776.3612     -517.75847      18162.926    
   1742000   1780.5708     -2055.6811      0             -1825.7544      3471.4505      17790.457    
   1744000   1909.7009     -2044.7935      0             -1798.1922      677.59429      17952.377    
   1746000   1849.2817     -2022.1669      0             -1783.3675     -3448.4805      18211.299    
   1748000   1927.7817     -2012.3793      0             -1763.4432     -1321.7445      18212.458    
   1750000   1849.1155     -2032.3207      0             -1793.5427     -19.223216      18066.192    
   1752000   1865.7392     -2019.4043      0             -1778.4797      1516.3462      18134.952    
   1754000   1854.9179     -2017.7278      0             -1778.2006      82.817874      18133.947    
   1756000   1925.7759     -2043.0441      0             -1794.3669      3469.8556      17888.735    
   1758000   1797.6376     -2020.4611      0             -1788.3306      431.71192      18116.797    
   1760000   1786.9034     -2038.4251      0             -1807.6807     -1039.282       18008.36     
   1762000   1837.575      -2016.253       0             -1778.9653     -4281.9476      18277.105    
   1764000   1900.4127     -2037.3614      0             -1791.9594      232.61325      18008.834    
   1766000   1994.2021     -2034.4297      0             -1776.9166     -2793.0137      18146.561    
   1768000   1979.9966     -2039.1339      0             -1783.4552      2855.4329      17972.776    
   1770000   1934.7189     -2019.3538      0             -1769.5218     -4699.049       18310.772    
   1772000   1881.9679     -2020.9637      0             -1777.9435      876.53608      18119.898    
   1774000   1854.5542     -2048.0387      0             -1808.5585      1112.4371      17913.343    
   1776000   1946.1029     -2041.6584      0             -1790.3564      344.96117      17991.48     
   1778000   1849.722      -2016.8989      0             -1778.0427      31.195208      18138.962    
   1780000   1955.7208     -2029.8976      0             -1777.3536      2072.3322      18043.298    
   1782000   1897.2977     -2030.2381      0             -1785.2384      860.53972      18071.462    
   1784000   1921.0085     -2015.2853      0             -1767.2237     -1468.9807      18213.886    
   1786000   1937.0689     -2019.0157      0             -1768.8802      273.07816      18175.022    
   1788000   1995.2604     -2011.6759      0             -1754.0262     -4365.6117      18320.434    
   1790000   1939.1226     -2030.2904      0             -1779.8898     -1914.1177      18113.263    
   1792000   1799.9392     -2035.449       0             -1803.0212     -606.05446      18059.325    
   1794000   1871.1267     -2014.5197      0             -1772.8995     -2365.8422      18265.427    
   1796000   1850.1578     -2016.6025      0             -1777.69        1533.0323      18123.409    
   1798000   2004.917      -2001.5386      0             -1742.6419     -4508.7081      18411.963    
   1800000   1921.1173     -2021.4792      0             -1773.4036      2590.691       18084.027    
   1802000   1842.9878     -2002.2744      0             -1764.2878     -4004.8392      18371.832    
   1804000   1882.8556     -2026.0603      0             -1782.9255     -3699.7124      18176.75     
   1806000   1856.4085     -2041.5111      0             -1801.7914      1725.9982      17931.548    
   1808000   1930.2349     -2028.6532      0             -1779.4002     -2856.4948      18198.323    
   1810000   1934.7489     -2032.3908      0             -1782.5549     -152.58359      18060.95     
   1812000   1941.4197     -2031.1574      0             -1780.4601      2457.7511      18007.104    
   1814000   1889.7162     -2034.0246      0             -1790.0038      4088.6583      17928.865    
   1816000   1937.2877     -2043.5704      0             -1793.4067     -66.022134      17977.751    
   1818000   1891.8954     -2038.7456      0             -1794.4434      803.82408      18010.452    
   1820000   1964.4123     -2019.2441      0             -1765.5778      2380.3132      18084.56     
   1822000   1865.4345     -2040.6937      0             -1799.8085     -738.1317       18003.977    
   1824000   1890.1233     -2029.197       0             -1785.1237     -301.37998      18100.657    
   1826000   1916.4245     -2018.2933      0             -1770.8237     -1013.6585      18193.043    
   1828000   1840.8684     -2027.3405      0             -1789.6275     -512.88003      18099.207    
   1830000   1858.3018     -2000.1045      0             -1760.1404     -2432.2001      18362.718    
   1832000   1836.5441     -2028.4221      0             -1791.2676     -1538.3497      18094.781    
   1834000   1873.4804     -2016.8994      0             -1774.9752     -5164.5048      18292.409    
   1836000   1938.916      -2025.674       0             -1775.3001      1508.9647      18084.056    
   1838000   1933.2494     -2017.3183      0             -1767.6761      2550.7346      18111.111    
   1840000   1970.6001     -2029.67        0             -1775.2047      3870.9634      17999.828    
   1842000   1988.5775     -2017.7412      0             -1760.9544     -1641.7288      18225.926    
   1844000   1910.2661     -2022.426       0             -1775.7517      1041.0789      18101.942    
   1846000   1936.3084     -2015.0611      0             -1765.0239      4219.8185      18069.775    
   1848000   1917.4444     -2006.8621      0             -1759.2608      459.30548      18217.982    
   1850000   1920.304      -1999.2137      0             -1751.2431     -2094.8036      18384.796    
   1852000   1957.519      -2027.2038      0             -1774.4276     -775.39005      18113.584    
   1854000   1951.7101     -2015.3287      0             -1763.3026     -2214.6714      18223.53     
   1856000   1932.395      -2024.3744      0             -1774.8425      2863.3451      18025.113    
   1858000   1943.9481     -2006.9642      0             -1755.9405      75.003834      18235.706    
   1860000   1936.9385     -2016.8035      0             -1766.6849      711.06262      18157.961    
   1862000   1896.4087     -2013.7804      0             -1768.8955      482.15367      18188.167    
   1864000   1972.315      -2004.6428      0             -1749.956       821.54165      18222.093    
   1866000   2045.8817     -1999.068       0             -1734.8814     -2735.4387      18429.131    
   1868000   1932.2373     -2005.1498      0             -1755.6383     -1546.357       18316.588    
   1870000   1970.2833     -2028.6802      0             -1774.2558     -2045.1252      18170.597    
   1872000   1892.5161     -2007.4633      0             -1763.081      -2623.8149      18332.318    
   1874000   1908.2133     -2022.2525      0             -1775.8432     -739.98329      18140.797    
   1876000   1982.2585     -2000.6263      0             -1744.6555     -2145.9787      18367.359    
   1878000   1971.0149     -2016.3663      0             -1761.8474     -1038.379       18230.845    
   1880000   1888.6829     -2014.7707      0             -1770.8834     -4082.2142      18324.946    
   1882000   1985.9623     -2010.5325      0             -1754.0834      1406.0252      18202.33     
   1884000   2011.0794     -2002.7032      0             -1743.0107      1020.1411      18259.998    
   1886000   1887.6135     -2009.5779      0             -1765.8287      1614.1913      18194.169    
   1888000   1904.1127     -1995.4603      0             -1749.5805     -4934.3494      18487.64     
   1890000   1975.8974     -2012.4478      0             -1757.2984      2053.5561      18158.853    
   1892000   1989.4768     -2005.138       0             -1748.2351     -999.1222       18305.037    
   1894000   1948.4148     -2001.9434      0             -1750.3429     -597.20346      18325.028    
   1896000   1933.3974     -2014.9193      0             -1765.258       1500.371       18153.179    
   1898000   1888.5279     -2015.1057      0             -1771.2384      520.8645       18158.793    
   1900000   1933.6767     -2025.5562      0             -1775.8588      117.13485      18104.942    
   1902000   1907.6772     -2004.1884      0             -1757.8483     -2936.9226      18358.545    
   1904000   1919.3245     -2006.7771      0             -1758.9331     -3317.9965      18348.277    
   1906000   1988.0115     -2030.4958      0             -1773.7821      2839.1833      18001.118    
   1908000   1860.6603     -2014.7164      0             -1774.4476     -226.37245      18190.71     
   1910000   1971.6939     -2030.5895      0             -1775.9829      2654.2562      18006.55     
   1912000   1889.8656     -2000.8744      0             -1756.8344     -154.96333      18297.651    
   1914000   1987.3549     -2015.9369      0             -1759.308       853.37366      18186.126    
   1916000   1932.5392     -2009.8261      0             -1760.2756     -921.49923      18260.41     
   1918000   1834.3529     -2001.2884      0             -1764.4168     -3343.4338      18369.236    
   1920000   1971.1436     -1991.036       0             -1736.5005      3513.5184      18282.983    
   1922000   1935.8921     -2016.4028      0             -1766.4194     -2117.7862      18242.879    
   1924000   1982.1958     -2040.2168      0             -1784.2541      2632.955       17925.253    
   1926000   1961.3751     -1993.3532      0             -1740.0791     -600.74728      18384.726    
   1928000   1923.3646     -2016.6094      0             -1768.2436      4524.1422      18046.537    
   1930000   2017.6988     -2001.4529      0             -1740.9056      1329.1108      18268.687    
   1932000   1978.8962     -1998.3028      0             -1742.7662     -1895.5527      18396.507    
   1934000   1933.6034     -2024.3315      0             -1774.6436      3935.4969      18003.345    
   1936000   1955.646      -2005.3527      0             -1752.8184     -1822.8855      18305.47     
   1938000   1915.5852     -2013.437       0             -1766.0757     -2341.8775      18240.632    
   1940000   1989.3468     -2007.5396      0             -1750.6535     -76.700915      18244.444    
   1942000   2098.7626     -2017.1837      0             -1746.1686      3050.3909      18156.494    
   1944000   2009.1589     -2014.1044      0             -1754.6599      72.163011      18189.29     
   1946000   1967.6027     -2010.841       0             -1756.7627     -1008.614       18265.565    
   1948000   1962.4868     -2001.6386      0             -1748.2209      1033.4242      18284.122    
   1950000   2003.569      -2016.9797      0             -1758.2571      1408.9817      18146.436    
   1952000   1852.2387     -2008.3772      0             -1769.196       558.35199      18213.87     
   1954000   1909.0542     -2003.7126      0             -1757.1948      4188.2909      18137.995    
   1956000   1923.4642     -1993.5939      0             -1745.2152     -3803.0396      18448.436    
   1958000   2025.48       -1993.9066      0             -1732.3545     -1407.2432      18418.833    
   1960000   1972.1022     -1984.3759      0             -1729.7166      2850.8626      18355.474    
   1962000   2038.899      -1994.9882      0             -1731.7034     -3221.0492      18453.076    
   1964000   2014.989      -1990.266       0             -1730.0687     -3073.5121      18498.882    
   1966000   1958.5071     -2024.2908      0             -1771.387       3894.6266      18013.13     
   1968000   1950.0576     -2001.5732      0             -1749.7605      4605.9693      18158.874    
   1970000   1962.0601     -1997.0579      0             -1743.6953     -1220.1717      18371.609    
   1972000   1938.4597     -2010.71        0             -1760.395       1236.1302      18218.037    
   1974000   1911.4247     -1987.7237      0             -1740.8997     -821.6788       18415.98     
   1976000   1960.6354     -1985.8371      0             -1732.6585      1139.0872      18393.755    
   1978000   1998.5638     -2003.7596      0             -1745.6833     -329.50213      18366.465    
   1980000   2002.3974     -2011.7238      0             -1753.1525      3169.4222      18149.275    
   1982000   1960.4211     -1979.7213      0             -1726.5704     -571.79569      18471.704    
   1984000   1987.8367     -2009.4713      0             -1752.7802     -1335.9556      18274.273    
   1986000   2017.4862     -1997.2684      0             -1736.7487     -1288.6006      18386.084    
   1988000   1978.2203     -2004.3406      0             -1748.8913     -638.88026      18294.312    
   1990000   1953.5477     -1987.4399      0             -1735.1766     -3532.4149      18535.82     
   1992000   1998.9763     -1999.1337      0             -1741.0041      4128.0009      18205.798    
   1994000   1993.6704     -1996.8476      0             -1739.4031     -227.76353      18350.578    
   1996000   1980.7153     -2026.7182      0             -1770.9466      3905.051       18019.264    
   1998000   2079.4337     -2012.1492      0             -1743.6301     -300.93612      18241.316    
   2000000   1897.4585     -2003.3049      0             -1758.2844     -1291.6536      18312.426    
